transformer_id,region_id,capacity_kva,installation_date,last_maintenance_date,failure_count,health_score
502429,124,1000,2013-05-14,2025-04-14,1,90.99
502430,116,100,2016-08-22,2024-12-07,3,76.03
502431,105,25,2024-09-13,2026-01-24,2,85.22
502432,124,160,2017-06-30,2025-07-04,1,86.54
502433,105,1000,2023-04-03,2025-03-05,3,66.58
502434,118,250,2016-12-02,2025-06-08,3,61.23
502435,107,500,2015-08-19,2024-11-06,3,71.44
502436,115,25,2016-08-21,2024-11-19,2,73.98
502437,107,250,2009-01-01,2024-08-01,1,91.59
502438,122,500,2015-01-29,2026-03-15,1,94.21
502439,125,160,2006-10-10,2025-06-21,3,77.14
502440,101,250,2022-07-15,2025-04-20,0,100.0
502441,125,25,2015-03-30,2024-10-02,5,63.66
502442,114,1000,2013-01-22,2024-06-23,3,80.97
502443,116,160,2015-01-03,2026-02-22,2,79.93
502444,113,25,2015-07-30,2025-02-06,0,100.0
502445,106,100,2017-02-23,2025-06-28,2,78.21
502446,119,25,2007-03-05,2025-07-29,0,100.0
502447,120,63,2009-08-07,2025-02-14,1,91.73
502448,111,160,2019-03-23,2026-04-28,3,78.23
502449,101,25,2020-09-23,2026-05-07,3,68.01
502450,108,250,2009-07-12,2024-09-03,2,70.62
502451,113,25,2021-09-12,2024-12-07,0,100.0
502452,124,63,2020-12-17,2025-06-23,1,86.49
502453,113,25,2020-05-07,2024-12-29,4,42.3
502454,110,1000,2011-06-19,2026-01-05,3,78.41
502455,101,250,2024-06-01,2025-12-08,1,92.26
502456,118,500,2010-07-03,2026-05-31,2,77.75
502457,118,160,2020-05-24,2025-12-19,1,86.13
502458,106,160,2008-03-06,2025-01-01,0,100.0
502459,111,160,2022-12-27,2024-12-06,0,100.0
502460,109,100,2021-11-09,2026-05-25,2,79.05
502461,125,100,2009-01-26,2026-03-09,2,87.75
502462,122,250,2008-02-02,2026-04-23,2,76.03
502463,109,500,2023-02-19,2025-01-21,3,82.96
502464,110,25,2012-08-08,2024-11-22,3,60.14
502465,120,63,2008-07-28,2025-02-25,2,86.45
502466,122,100,2008-09-13,2025-06-27,2,70.78
502467,118,63,2015-08-13,2026-04-21,2,84.02
502468,108,63,2019-08-21,2025-05-09,2,78.74
502469,122,25,2006-08-26,2026-02-28,4,44.72
502470,112,25,2017-10-24,2024-09-29,4,74.0
502471,110,160,2012-07-11,2024-07-01,0,100.0
502472,106,1000,2018-09-17,2025-10-10,5,66.43
502473,107,250,2019-08-13,2026-02-02,2,78.21
502474,124,1000,2008-09-02,2024-11-29,2,79.87
502475,105,100,2016-08-31,2025-01-18,0,100.0
502476,114,100,2011-03-26,2024-10-10,1,94.05
502477,107,500,2012-01-22,2024-12-10,4,51.4
502478,102,1000,2016-05-29,2025-04-28,1,94.66
502479,111,100,2006-10-19,2025-11-17,3,78.37
502480,117,500,2007-02-14,2024-11-21,3,68.04
502481,124,250,2013-12-23,2025-03-26,2,86.69
502482,115,100,2011-09-20,2025-01-16,7,54.4
502483,103,63,2010-04-01,2025-02-18,3,68.94
502484,121,25,2024-10-18,2025-03-18,3,68.2
502485,120,25,2007-12-06,2025-05-06,7,28.04
502486,124,250,2007-09-22,2024-09-05,1,94.38
502487,107,500,2008-07-15,2025-01-15,3,75.68
502488,120,250,2020-12-04,2026-01-18,3,57.11
502489,109,25,2017-02-04,2025-04-18,3,73.56
502490,124,500,2024-07-09,2024-08-27,2,80.61
502491,120,25,2023-10-07,2024-12-17,3,77.38
502492,123,160,2015-10-01,2025-06-11,4,58.34
502493,107,250,2011-05-04,2024-09-17,2,78.06
502494,105,1000,2023-12-11,2024-08-27,1,92.19
502495,101,25,2008-07-31,2025-08-08,2,76.67
502496,108,500,2019-07-21,2026-01-14,4,45.95
502497,125,160,2010-07-19,2025-03-13,2,74.1
502498,103,250,2024-11-23,2025-09-08,2,82.31
502499,120,250,2006-12-15,2025-04-01,2,79.54
502500,115,500,2024-09-07,2025-07-18,1,90.42
502501,120,1000,2006-09-14,2024-12-21,2,81.15
502502,116,1000,2014-08-04,2025-05-14,1,85.84
502503,103,250,2012-03-20,2025-06-18,4,41.86
502504,104,160,2025-05-20,2024-12-03,2,89.68
502505,115,250,2017-07-03,2026-03-19,1,86.03
502506,112,1000,2024-03-16,2026-03-26,3,83.32
502507,123,1000,2009-05-11,2024-09-12,2,89.0
502508,116,1000,2022-05-10,2026-01-10,2,82.48
502509,120,100,2012-01-21,2025-06-02,1,91.91
502510,118,1000,2007-07-15,2025-08-19,3,75.97
502511,114,25,2018-05-16,2025-02-25,0,100.0
502512,124,100,2019-04-06,2025-09-01,3,73.56
502513,101,63,2014-02-05,2026-05-12,0,100.0
502514,103,500,2010-02-10,2024-11-29,2,89.97
502515,114,250,2010-09-12,2025-04-26,3,56.13
502516,110,100,2009-12-06,2026-05-09,2,87.15
502517,123,500,2012-07-22,2026-02-04,3,68.46
502518,123,1000,2014-12-01,2026-03-02,0,100.0
502519,113,100,2018-03-07,2026-04-15,1,85.68
502520,109,25,2015-06-10,2025-01-07,0,100.0
502521,119,1000,2016-09-09,2025-12-08,2,75.06
502522,113,1000,2010-08-07,2026-02-28,4,68.78
502523,116,250,2010-02-09,2025-03-28,4,66.98
502524,106,25,2018-12-14,2025-03-14,3,77.73
502525,114,100,2024-04-20,2026-01-20,1,88.94
502526,112,25,2013-09-08,2025-11-21,2,70.64
502527,104,1000,2010-08-20,2024-07-01,3,80.5
502528,116,63,2006-09-19,2024-10-06,2,70.82
502529,116,63,2023-11-22,2026-03-15,4,55.06
502530,110,250,2017-08-03,2025-06-28,0,100.0
502531,116,250,2022-02-25,2026-01-09,4,47.79
502532,113,1000,2017-03-25,2025-10-27,1,86.5
502533,115,63,2023-05-15,2025-05-17,9,0.0
502534,108,63,2021-02-12,2025-11-20,4,71.81
502535,109,500,2020-04-26,2026-04-19,2,73.01
502536,118,160,2010-07-21,2026-04-28,1,92.33
502537,106,100,2012-05-19,2025-08-29,1,93.88
502538,116,250,2012-11-11,2026-02-28,2,85.25
502539,124,25,2025-06-02,2026-04-29,1,85.53
502540,119,100,2008-03-18,2025-11-09,3,72.87
502541,104,160,2016-09-17,2024-10-22,2,89.68
502542,113,250,2015-07-22,2024-07-02,0,100.0
502543,117,250,2018-12-25,2024-11-08,1,90.63
502544,117,63,2010-11-07,2026-03-14,4,64.5
502545,117,25,2017-05-06,2025-03-25,4,69.96
502546,101,250,2021-11-20,2025-04-01,2,79.16
502547,123,250,2016-04-29,2025-08-27,1,89.79
502548,121,160,2011-09-12,2026-01-28,0,100.0
502549,108,500,2021-01-25,2024-07-04,0,100.0
502550,118,160,2016-03-05,2025-07-08,3,58.8
502551,114,100,2015-02-24,2026-02-21,1,92.1
502552,111,250,2019-10-28,2024-12-24,1,92.37
502553,107,160,2021-11-30,2026-01-04,3,82.35
502554,103,250,2010-06-17,2024-08-07,3,84.11
502555,112,100,2009-07-09,2025-09-20,1,87.79
502556,111,500,2025-05-27,2025-08-20,1,87.06
502557,112,100,2020-11-25,2024-09-23,3,55.14
502558,120,1000,2009-03-13,2025-10-17,1,94.25
502559,104,250,2016-04-17,2024-11-08,2,73.77
502560,102,250,2025-05-13,2024-12-17,2,81.4
502561,112,250,2009-04-15,2025-02-24,2,83.29
502562,111,1000,2010-01-14,2025-07-11,4,49.03
502563,124,160,2020-04-08,2024-08-09,0,100.0
502564,101,160,2021-08-13,2025-10-14,3,62.52
502565,114,100,2022-05-09,2026-04-08,1,93.68
502566,121,160,2017-06-26,2026-05-03,1,94.65
502567,119,500,2016-03-29,2025-07-09,1,91.64
502568,101,500,2021-03-23,2025-09-06,2,86.52
502569,125,25,2007-12-27,2025-11-08,3,71.17
502570,101,500,2011-01-22,2025-07-10,1,92.82
502571,101,100,2016-07-22,2025-06-21,1,93.03
502572,124,25,2017-01-04,2024-10-22,2,85.43
502573,123,1000,2015-02-17,2025-01-30,0,100.0
502574,124,250,2021-11-24,2025-02-09,3,59.04
502575,121,100,2012-01-15,2024-09-05,2,86.98
502576,110,25,2018-02-14,2026-05-24,2,83.37
502577,107,100,2007-01-11,2024-08-17,2,82.24
502578,119,250,2025-04-11,2026-05-11,2,87.56
502579,109,63,2015-11-30,2025-07-08,0,100.0
502580,117,63,2023-08-30,2025-03-13,0,100.0
502581,122,250,2007-11-02,2025-11-15,0,100.0
502582,112,250,2006-07-27,2024-12-28,3,78.16
502583,116,500,2015-05-11,2025-02-25,4,43.3
502584,105,500,2006-10-19,2025-02-24,5,73.62
502585,124,160,2022-11-09,2025-10-28,0,100.0
502586,118,160,2017-08-28,2024-08-28,1,94.37
502587,112,250,2006-12-21,2025-08-26,1,86.0
502588,106,250,2010-05-20,2026-01-18,1,85.97
502589,125,160,2022-03-04,2024-08-20,1,86.36
502590,122,25,2025-02-28,2026-01-27,1,88.12
502591,109,500,2019-10-12,2024-06-27,2,82.26
502592,116,250,2009-10-29,2025-12-15,2,83.38
502593,114,25,2025-01-08,2024-07-02,0,100.0
502594,111,160,2012-10-12,2025-10-02,4,41.3
502595,106,25,2019-07-07,2024-10-15,1,89.18
502596,124,1000,2016-02-22,2025-05-16,1,87.51
502597,118,1000,2015-11-30,2025-07-20,2,76.3
502598,105,1000,2015-11-04,2025-12-17,1,88.53
502599,120,63,2014-07-06,2025-06-27,2,81.15
502600,101,63,2024-06-09,2026-01-16,2,86.98
502601,117,160,2013-04-16,2026-05-09,4,77.39
502602,109,1000,2013-06-23,2026-01-12,2,78.72
502603,112,250,2023-01-03,2024-07-12,4,60.84
502604,112,63,2012-11-26,2026-02-27,2,80.29
502605,123,250,2022-08-18,2024-09-19,2,83.63
502606,114,250,2013-07-08,2025-02-11,1,85.14
502607,104,25,2021-04-21,2024-09-10,0,100.0
502608,109,100,2008-10-25,2024-07-13,0,100.0
502609,125,100,2024-03-17,2025-01-23,2,87.82
502610,114,63,2021-01-03,2025-04-16,3,76.71
502611,112,25,2013-01-19,2025-12-17,0,100.0
502612,124,63,2006-06-14,2024-09-07,4,57.37
502613,120,100,2014-02-26,2025-04-15,1,85.76
502614,103,100,2010-10-22,2025-03-05,4,71.56
502615,102,100,2009-04-10,2025-05-24,2,86.44
502616,108,63,2013-04-30,2025-07-10,1,91.21
502617,115,160,2016-06-07,2024-08-20,3,80.34
502618,104,25,2021-06-16,2026-04-11,2,87.78
502619,116,100,2016-08-28,2025-04-04,1,91.17
502620,102,250,2013-10-30,2026-05-12,2,85.18
502621,125,1000,2008-07-15,2025-11-22,2,77.73
502622,115,160,2017-08-08,2024-12-28,3,57.06
502623,117,500,2019-10-21,2025-02-10,1,91.5
502624,122,1000,2022-10-01,2025-01-12,1,94.74
502625,111,250,2015-03-03,2024-11-15,2,80.32
502626,115,160,2009-02-13,2026-01-14,2,72.16
502627,109,63,2024-07-09,2025-04-28,5,61.53
502628,119,25,2022-09-26,2026-02-28,2,71.75
502629,116,100,2020-10-07,2024-11-24,6,59.57
502630,112,63,2010-08-03,2025-02-17,2,88.14
502631,125,500,2023-07-23,2025-03-12,4,72.64
502632,119,25,2015-06-21,2026-06-04,1,91.7
502633,109,500,2016-10-05,2024-07-28,0,100.0
502634,119,160,2017-04-29,2026-02-06,4,57.39
502635,108,250,2014-05-28,2025-03-22,3,66.54
502636,122,250,2012-05-15,2026-03-19,2,89.34
502637,107,1000,2014-12-23,2025-11-11,1,86.5
502638,106,100,2016-06-09,2026-05-19,1,86.83
502639,110,25,2014-07-13,2025-02-23,2,75.65
502640,109,500,2018-07-03,2024-10-03,2,84.64
502641,119,63,2011-07-26,2026-02-10,4,40.18
502642,119,100,2017-08-30,2024-10-18,2,75.37
502643,112,25,2021-11-18,2024-07-23,3,81.1
502644,125,500,2020-01-14,2024-10-28,2,73.17
502645,118,160,2020-10-09,2024-10-12,6,12.41
502646,106,1000,2019-02-14,2025-11-14,1,86.4
502647,107,160,2011-07-04,2026-02-24,2,77.21
502648,115,500,2007-04-09,2025-12-27,2,84.39
502649,104,500,2018-02-09,2024-08-12,1,91.07
502650,113,500,2016-04-12,2026-03-06,3,80.66
502651,121,1000,2023-02-18,2024-10-03,3,72.43
502652,118,100,2008-01-31,2025-12-24,1,88.76
502653,116,1000,2009-05-15,2024-12-18,2,85.44
502654,101,25,2022-02-06,2025-10-06,2,75.59
502655,108,63,2024-09-16,2025-05-18,3,80.83
502656,113,1000,2016-03-03,2025-04-16,1,94.17
502657,108,500,2012-04-22,2026-01-21,3,80.42
502658,118,250,2016-10-01,2026-02-15,2,74.73
502659,111,250,2013-10-22,2025-01-01,1,90.25
502660,104,25,2019-05-29,2024-11-30,1,86.5
502661,110,250,2012-10-04,2025-04-09,1,93.89
502662,108,500,2024-11-16,2025-08-14,1,88.42
502663,117,500,2017-02-08,2024-07-08,2,81.23
502664,116,1000,2006-11-06,2025-10-03,4,57.37
502665,107,500,2008-03-01,2024-08-08,4,63.98
502666,113,63,2006-11-21,2024-07-11,2,73.06
502667,125,63,2022-09-21,2025-04-24,4,67.97
502668,111,500,2022-01-23,2024-07-19,1,87.22
502669,121,63,2022-08-04,2024-09-25,1,86.26
502670,125,100,2020-10-22,2024-08-25,0,100.0
502671,120,250,2021-09-15,2025-02-01,3,77.58
502672,118,100,2007-06-17,2025-09-15,3,57.53
502673,124,250,2008-11-21,2025-05-02,1,91.67
502674,109,25,2022-01-16,2026-05-19,0,100.0
502675,123,1000,2018-03-29,2025-07-24,1,89.7
502676,102,100,2013-02-16,2024-12-19,4,78.88
502677,113,250,2012-04-06,2025-07-04,1,90.4
502678,118,160,2020-02-17,2024-08-17,2,88.54
502679,118,63,2020-08-24,2025-09-30,3,78.93
502680,122,25,2009-12-17,2025-08-19,3,73.07
502681,113,160,2016-11-23,2026-04-10,3,62.5
502682,114,500,2017-02-15,2025-11-12,3,72.21
502683,113,500,2020-05-19,2025-09-24,2,76.04
502684,102,63,2022-08-08,2024-08-18,1,92.13
502685,102,250,2023-05-14,2026-01-19,2,81.83
502686,125,100,2023-06-03,2025-04-15,2,77.41
502687,115,250,2022-05-19,2024-10-09,2,83.29
502688,115,500,2020-06-13,2026-02-27,2,82.7
502689,123,63,2021-08-29,2025-03-28,3,76.9
502690,116,1000,2019-05-07,2024-11-22,3,68.22
502691,108,1000,2007-10-19,2025-10-14,1,91.57
502692,120,250,2023-06-17,2025-06-29,2,87.94
502693,113,100,2014-12-22,2025-06-07,3,80.86
502694,108,25,2018-08-14,2025-08-18,1,85.77
502695,112,250,2022-08-13,2026-03-18,2,87.94
502696,106,250,2009-08-19,2026-04-08,2,72.58
502697,122,63,2011-09-26,2025-06-25,2,87.41
502698,106,1000,2024-02-09,2025-03-09,4,62.98
502699,101,250,2023-07-16,2025-05-14,0,100.0
502700,111,250,2011-08-23,2024-09-26,5,60.4
502701,111,1000,2009-04-17,2026-01-25,0,100.0
502702,124,100,2009-09-05,2025-10-01,0,100.0
502703,123,100,2009-02-28,2025-12-29,4,63.4
502704,104,250,2019-09-14,2026-04-13,1,90.56
502705,112,250,2013-01-30,2026-01-04,0,100.0
502706,103,500,2024-08-03,2024-11-03,4,47.3
502707,108,160,2025-05-04,2026-01-15,1,87.49
502708,123,25,2019-11-14,2025-08-29,0,100.0
502709,119,250,2006-10-20,2024-11-23,1,85.17
502710,107,1000,2006-12-29,2026-01-30,2,70.23
502711,118,1000,2020-05-20,2025-05-31,2,80.89
502712,118,100,2024-06-24,2025-04-12,2,70.25
502713,102,63,2013-07-12,2026-05-29,2,83.84
502714,110,160,2017-06-03,2024-10-29,3,64.97
502715,123,500,2024-04-02,2025-02-10,4,79.34
502716,110,25,2008-05-26,2026-02-16,1,91.82
502717,119,63,2016-10-30,2026-03-11,2,77.74
502718,105,100,2020-09-11,2024-08-25,2,79.02
502719,109,160,2015-11-10,2026-05-27,2,79.25
502720,118,250,2014-11-23,2025-01-07,6,67.64
502721,109,63,2022-11-13,2024-11-06,2,71.24
502722,114,250,2021-07-18,2024-09-28,2,80.43
502723,115,500,2007-02-18,2025-07-14,3,80.28
502724,109,1000,2021-11-04,2026-04-21,1,85.84
502725,113,100,2018-09-06,2024-12-23,3,69.91
502726,103,63,2021-01-14,2026-04-15,4,57.65
502727,101,500,2021-05-03,2025-08-16,1,89.62
502728,110,25,2008-01-22,2024-10-14,3,82.99
502729,119,160,2008-11-23,2025-08-15,4,42.93
502730,106,160,2015-01-12,2025-08-04,0,100.0
502731,125,100,2020-12-14,2025-06-05,1,94.62
502732,120,500,2012-01-05,2025-11-18,5,69.3
502733,122,1000,2013-04-26,2025-04-08,1,94.4
502734,115,1000,2010-04-21,2026-03-06,2,86.82
502735,101,25,2022-09-15,2024-08-06,5,58.8
502736,106,250,2016-03-30,2024-10-21,1,85.07
502737,120,25,2018-04-01,2026-01-11,2,76.49
502738,107,25,2013-12-16,2026-05-15,3,75.22
502739,101,63,2009-11-06,2025-11-25,2,78.59
502740,113,100,2020-09-22,2026-02-22,0,100.0
502741,102,500,2025-01-23,2025-10-31,2,81.29
502742,111,1000,2018-01-26,2025-04-28,1,91.67
502743,109,160,2023-12-07,2024-12-04,2,88.43
502744,121,250,2012-10-08,2025-10-21,2,85.55
502745,108,500,2017-06-07,2024-08-02,0,100.0
502746,105,250,2009-08-07,2026-05-02,0,100.0
502747,123,250,2012-11-01,2026-05-08,2,89.55
502748,109,250,2014-12-02,2024-12-14,1,89.42
502749,111,500,2008-01-08,2025-03-31,3,68.0
502750,118,1000,2015-11-29,2026-02-25,2,83.68
502751,116,160,2009-09-23,2025-01-03,2,70.14
502752,113,63,2018-07-11,2025-02-02,1,93.67
502753,114,25,2008-05-10,2025-02-04,0,100.0
502754,109,250,2012-02-08,2026-05-13,2,76.47
502755,110,100,2024-05-30,2026-02-19,1,94.92
502756,116,25,2024-05-08,2024-06-11,1,91.7
502757,115,63,2022-01-24,2024-10-02,1,91.4
502758,112,160,2024-10-28,2024-07-24,2,77.54
502759,104,500,2009-03-10,2025-03-03,7,49.63
502760,117,1000,2008-05-09,2025-11-20,2,85.34
502761,107,500,2015-02-03,2025-08-25,1,88.75
502762,111,25,2007-01-19,2025-05-24,2,85.39
502763,118,25,2012-07-01,2024-12-07,0,100.0
502764,114,1000,2023-06-01,2026-02-11,2,70.5
502765,111,100,2010-01-19,2025-11-19,2,83.13
502766,121,25,2007-02-10,2025-07-15,6,29.33
502767,107,100,2022-09-22,2026-03-15,1,93.63
502768,101,250,2011-09-05,2026-01-15,0,100.0
502769,123,63,2021-07-06,2026-05-20,0,100.0
502770,112,100,2010-08-05,2025-06-03,5,44.26
502771,119,500,2014-05-15,2024-11-02,1,94.46
502772,109,250,2008-12-27,2024-07-28,2,86.98
502773,110,1000,2006-09-13,2025-06-29,1,93.3
502774,118,500,2010-10-28,2025-01-31,1,85.54
502775,111,1000,2018-12-11,2026-04-20,3,72.77
502776,114,500,2010-01-04,2026-01-06,2,88.65
502777,102,500,2013-05-09,2026-02-04,5,30.23
502778,118,25,2006-06-21,2025-05-28,2,87.29
502779,107,1000,2006-07-23,2024-10-03,1,88.75
502780,122,25,2016-01-04,2025-10-24,2,88.79
502781,119,500,2011-12-18,2024-12-26,2,81.55
502782,124,160,2007-03-05,2026-01-31,3,76.36
502783,121,100,2022-05-14,2025-02-02,4,73.35
502784,125,1000,2019-11-10,2025-12-10,1,86.24
502785,105,500,2012-02-28,2024-07-08,2,70.33
502786,102,1000,2025-06-01,2024-09-22,2,78.58
502787,111,1000,2006-09-14,2026-05-05,1,90.81
502788,109,63,2016-02-27,2024-10-01,3,80.4
502789,115,100,2009-01-05,2025-01-22,0,100.0
502790,106,1000,2010-02-21,2024-07-04,3,75.0
502791,111,25,2020-10-19,2025-06-02,1,91.44
502792,122,160,2021-12-20,2025-04-12,4,48.69
502793,123,100,2012-03-16,2024-11-30,1,87.9
502794,111,500,2022-09-17,2025-04-25,2,87.45
502795,111,500,2014-06-25,2025-04-19,1,90.08
502796,121,100,2008-08-20,2025-10-16,0,100.0
502797,119,1000,2022-10-20,2025-06-01,2,89.91
502798,105,250,2011-10-02,2026-01-12,7,0.0
502799,108,250,2006-09-18,2024-11-28,2,85.45
502800,114,250,2023-09-10,2024-12-27,4,57.98
502801,119,63,2007-10-28,2026-05-03,1,93.11
502802,107,100,2011-10-23,2026-01-25,3,81.68
502803,104,1000,2017-04-10,2026-02-22,0,100.0
502804,118,1000,2008-02-15,2024-12-30,1,85.93
502805,103,100,2014-12-15,2024-12-15,1,88.31
502806,111,100,2021-06-13,2025-01-14,1,92.12
502807,125,500,2015-04-21,2026-01-14,2,79.42
502808,124,160,2006-09-28,2025-05-01,5,61.93
502809,119,100,2022-04-27,2026-05-05,3,78.03
502810,113,100,2013-07-07,2025-04-28,1,87.4
502811,114,500,2009-06-23,2025-04-21,2,85.67
502812,119,250,2014-06-18,2025-07-06,4,45.87
502813,118,63,2007-02-04,2026-01-29,3,62.01
502814,114,100,2021-01-10,2025-04-08,1,91.21
502815,114,100,2007-08-03,2025-07-22,1,88.47
502816,102,500,2009-05-03,2025-08-09,2,73.26
502817,117,250,2007-06-02,2025-11-09,1,92.95
502818,106,160,2023-03-25,2025-03-08,0,100.0
502819,121,63,2013-01-16,2024-08-16,0,100.0
502820,123,63,2013-05-09,2025-11-18,2,86.38
502821,113,160,2019-07-05,2025-05-04,1,94.67
502822,104,25,2016-05-29,2025-12-22,2,86.97
502823,110,160,2023-12-27,2025-06-09,0,100.0
502824,121,1000,2022-07-12,2026-04-18,1,92.61
502825,123,250,2011-11-11,2024-11-04,1,89.01
502826,105,100,2024-03-06,2026-03-05,1,93.58
502827,115,500,2022-11-03,2024-07-17,1,85.34
502828,104,25,2024-12-24,2025-07-19,2,81.27
502829,125,100,2015-03-18,2025-11-04,2,71.42
502830,119,63,2022-08-19,2026-06-01,1,89.1
502831,115,25,2022-05-30,2025-01-14,3,56.74
502832,124,63,2008-06-13,2025-01-13,2,77.86
502833,119,160,2016-07-06,2025-05-13,1,93.86
502834,121,1000,2022-02-21,2025-12-10,3,77.83
502835,107,63,2013-03-06,2026-01-26,5,65.21
502836,123,250,2017-01-27,2026-03-15,2,85.18
502837,111,160,2014-11-12,2024-09-20,4,54.24
502838,117,160,2007-09-08,2024-12-03,2,84.29
502839,104,160,2024-09-27,2024-06-16,1,86.28
502840,116,500,2010-10-09,2026-03-16,3,67.5
502841,112,250,2017-02-16,2026-03-01,3,61.47
502842,112,1000,2008-01-04,2024-12-28,2,74.99
502843,119,160,2013-10-05,2026-01-03,1,94.36
502844,117,160,2011-09-07,2024-08-23,0,100.0
502845,118,100,2025-02-18,2024-12-23,1,88.38
502846,105,25,2017-02-05,2024-08-18,1,87.64
502847,109,25,2018-07-11,2026-03-29,0,100.0
502848,105,100,2012-08-08,2024-08-17,3,61.45
502849,118,1000,2024-05-22,2025-12-22,0,100.0
502850,116,100,2020-11-04,2025-03-16,0,100.0
502851,121,500,2023-01-02,2025-05-05,1,87.56
502852,123,63,2008-01-07,2026-02-02,0,100.0
502853,108,25,2022-10-03,2024-08-05,3,73.68
502854,107,250,2025-02-24,2026-04-12,4,41.98
502855,123,25,2011-07-27,2026-02-19,1,89.59
502856,106,100,2017-09-25,2024-06-20,3,61.51
502857,109,63,2022-10-03,2024-12-18,1,91.68
502858,102,100,2007-07-18,2025-10-25,4,60.16
502859,107,63,2007-08-12,2026-03-16,2,89.6
502860,108,250,2016-05-19,2025-07-23,0,100.0
502861,123,160,2009-08-31,2025-09-09,4,53.76
502862,109,500,2009-03-06,2024-12-05,2,78.37
502863,121,160,2007-12-27,2025-06-19,4,40.34
502864,109,500,2011-08-14,2024-11-04,1,93.47
502865,122,160,2016-12-08,2026-04-13,0,100.0
502866,115,500,2022-10-29,2025-07-08,3,63.86
502867,110,250,2022-01-14,2025-05-28,3,62.16
502868,115,500,2012-11-05,2025-02-25,2,70.08
502869,121,63,2006-06-21,2026-03-12,1,94.3
502870,112,1000,2007-04-18,2025-07-24,0,100.0
502871,103,500,2020-08-22,2024-11-09,0,100.0
502872,119,63,2016-03-01,2026-05-24,3,60.59
502873,101,250,2020-05-02,2024-11-16,2,86.58
502874,119,1000,2013-03-29,2025-09-07,2,79.97
502875,123,63,2013-11-20,2024-12-24,2,89.61
502876,115,160,2007-10-08,2024-06-26,2,71.24
502877,122,25,2017-05-17,2025-04-21,5,37.79
502878,115,25,2007-01-22,2025-01-16,4,50.33
502879,118,63,2008-03-20,2025-06-01,1,87.17
502880,114,500,2024-02-21,2026-05-29,1,89.5
502881,117,160,2015-10-10,2025-06-24,3,63.5
502882,111,500,2010-07-21,2026-03-26,2,88.57
502883,110,1000,2020-05-26,2026-02-07,2,75.19
502884,111,500,2021-02-11,2025-06-03,3,62.44
502885,115,160,2019-02-18,2026-05-29,1,93.01
502886,116,160,2012-07-19,2024-07-30,2,70.25
502887,101,500,2018-08-05,2026-05-14,4,55.42
502888,110,160,2014-10-12,2024-07-09,3,61.35
502889,104,160,2024-06-02,2024-12-27,0,100.0
502890,101,25,2007-02-04,2026-06-04,0,100.0
502891,120,160,2020-08-31,2024-07-04,0,100.0
502892,109,63,2007-01-22,2025-04-05,2,88.58
502893,107,100,2014-05-13,2024-12-26,2,74.42
502894,106,500,2024-06-20,2025-07-15,1,93.51
502895,115,500,2021-11-15,2025-11-06,2,77.59
502896,105,1000,2010-01-16,2026-04-13,2,87.6
502897,105,500,2015-01-24,2024-09-08,4,55.8
502898,111,500,2018-09-22,2025-09-18,4,64.96
502899,106,25,2012-05-21,2025-08-05,6,28.68
502900,119,100,2012-07-28,2025-01-16,4,49.12
502901,103,160,2010-09-28,2024-12-09,0,100.0
502902,121,25,2011-08-10,2025-02-26,0,100.0
502903,125,250,2007-02-04,2025-03-05,1,89.71
502904,109,100,2009-01-17,2026-03-16,2,76.72
502905,104,63,2018-11-18,2026-05-22,1,87.3
502906,113,100,2008-08-14,2024-08-13,3,84.48
502907,109,100,2024-08-06,2026-04-17,0,100.0
502908,109,250,2010-07-15,2025-03-25,2,89.41
502909,125,100,2011-10-01,2025-08-25,1,85.55
502910,116,250,2021-05-17,2025-11-23,1,87.11
502911,121,1000,2012-12-04,2024-08-26,2,81.61
502912,115,500,2010-08-25,2024-11-14,6,24.24
502913,108,63,2023-04-12,2025-07-01,2,81.13
502914,113,63,2018-07-27,2024-12-15,2,80.85
502915,105,250,2015-06-14,2025-11-10,2,76.52
502916,102,500,2010-05-31,2024-12-17,2,80.38
502917,118,100,2016-08-06,2025-11-22,1,87.04
502918,114,63,2021-11-20,2025-11-02,4,64.7
502919,120,160,2016-03-15,2025-04-21,2,87.97
502920,107,500,2020-10-29,2025-02-28,0,100.0
502921,115,1000,2006-12-21,2025-02-22,3,60.61
502922,102,25,2006-11-09,2026-03-02,2,85.48
502923,111,25,2017-09-17,2026-03-05,1,91.86
502924,108,25,2025-03-30,2025-03-27,3,78.63
502925,121,63,2024-01-30,2025-07-23,4,44.42
502926,101,250,2022-08-07,2025-03-05,2,78.12
502927,122,250,2012-06-18,2025-04-20,0,100.0
502928,112,63,2015-07-12,2025-03-03,3,64.96
502929,112,1000,2015-06-23,2024-10-15,4,77.3
502930,111,160,2014-11-25,2025-09-22,1,93.6
502931,112,500,2019-01-31,2026-01-17,1,85.16
502932,113,1000,2006-09-24,2025-09-22,1,90.38
502933,105,63,2021-07-23,2025-11-18,2,77.59
502934,101,1000,2006-06-29,2025-05-25,1,87.47
502935,123,1000,2024-06-19,2025-11-07,0,100.0
502936,104,63,2008-06-19,2025-10-19,1,87.53
502937,101,63,2022-12-10,2026-05-21,0,100.0
502938,105,1000,2007-02-04,2026-05-25,1,88.46
502939,123,1000,2015-04-08,2024-12-16,5,62.27
502940,103,250,2013-12-29,2025-01-18,0,100.0
502941,106,63,2014-09-04,2025-09-25,2,84.48
502942,108,25,2021-02-28,2026-04-12,2,89.36
